6768df4620 10year_startup_tip_1000
302ce189c9 summoner_icon_title_4366
2c940f782f summoner_icon_title_4367
564fca9033 summoner_icon_title_4368
78152c4159 summoner_icon_title_4369
3fe2d250a5 summoner_icon_title_4370
6cfa07d6db summoner_icon_title_4371
1cecaa7394 summoner_icon_title_4372
404c344bab summoner_icon_title_4373
286ea20562 summoner_icon_title_4374
0c458d37e6 summoner_icon_title_4375
307e820072 summoner_icon_title_4376
568a03d34b summoner_icon_title_4377
59589b690b summoner_icon_title_4378
5b6cc9c703 summoner_icon_title_4379
68125b1053 summoner_icon_title_4380
154c97fc26 summoner_icon_title_4381
4faadcf085 summoner_icon_title_4382
652f32b961 summoner_icon_title_4383
286b13f041 summoner_icon_title_4384
625b714923 summoner_icon_title_4389
1673f50e35 summoner_icon_title_4390
48ee6de06e summoner_icon_title_4391
1bd7b9f54e summoner_icon_title_4392
31f1b605e0 summoner_icon_title_4393
1542f86a6d summoner_icon_title_4394
2acdbb73b7 summoner_icon_title_4395
671c6eed66 summoner_icon_title_4396
7b0e06e0f4 summoner_icon_title_4397
10beee81a9 summoner_icon_title_4398
70bcdf3b93 summoner_icon_title_4400
5ed28da51a summoner_icon_title_4401
1d7aadcdaa summoner_icon_title_4402
3045466fa2 summoner_icon_title_5
391e9d3b71 summoner_icon_title_501
3566a6d0b1 summoner_icon_title_502
0bc811f551 summoner_icon_title_503
4dccc8b37c summoner_icon_title_504
5235ff28ac summoner_icon_title_505
6746bdeb3c summoner_icon_title_506
7690e01894 summoner_icon_title_507
421434c888 summoner_icon_title_508
486145cf2d summoner_icon_title_509
3f53fbf429 summoner_icon_title_510
59b71ff84f summoner_icon_title_511
507e634c3e summoner_icon_title_512
51308123e4 summoner_icon_title_513
7651698d9e summoner_icon_title_514
3878da9ac0 summoner_icon_title_515
0b7a4c6cf8 summoner_icon_title_516
53038a96d8 summoner_icon_title_517
1b68f33dac summoner_icon_title_518
50ab0e6b94 summoner_icon_title_519
5b7603586d summoner_icon_title_520
70bbba472c summoner_icon_title_521
475199a797 summoner_icon_title_522
6737692678 summoner_icon_title_523
5c6c9c5aa3 summoner_icon_title_524
5bcea7bf92 summoner_icon_title_525
3e1cc718bc summoner_icon_title_526
2069d0dfba summoner_icon_title_527
20e089f244 summoner_icon_title_528
3f77e3bcde summoner_icon_title_529
5a407dde94 summoner_icon_title_530
2f7f17f239 summoner_icon_title_531
46aa864137 summoner_icon_title_532
1d2788a76d summoner_icon_title_533
42b4034877 summoner_icon_title_534
4ca93d4672 summoner_icon_title_535
68b84a0d2f summoner_icon_title_536
411437f178 summoner_icon_title_537
4e3010f7bb summoner_icon_title_538
3d749e8f8c summoner_icon_title_539
684301057c summoner_icon_title_540
52ece83169 summoner_icon_title_541
1857ad9d6c summoner_icon_title_542
3fbe4c5c31 summoner_icon_title_543
5598d8255c summoner_icon_title_544
750c2c681a summoner_icon_title_545
338a1b0f28 summoner_icon_title_546
564a0ad17e summoner_icon_title_547
16920523df summoner_icon_title_548
5d8f6c33a3 summoner_icon_title_549
5646e5ca5d summoner_icon_title_550
0cbf2f27da summoner_icon_title_551
1fa6520f99 summoner_icon_title_552
09f4710331 summoner_icon_title_553
463a1de68f summoner_icon_title_554
2c6d92b542 summoner_icon_title_555
49dbc45473 summoner_icon_title_556
7299c5b408 summoner_icon_title_557
243de08750 summoner_icon_title_558
507e3397a0 summoner_icon_title_559
426bd623ad summoner_icon_title_560
255f7b49d9 summoner_icon_title_561
363a1faaef summoner_icon_title_562
3ed47f0139 summoner_icon_title_563
2f5f48631c summoner_icon_title_564
07d3fcb27e summoner_icon_title_565
60f829d887 summoner_icon_title_566
0df769ed1b summoner_icon_title_567
072cd5ced2 summoner_icon_title_568
3692194a2f summoner_icon_title_569
667e3a91ad summoner_icon_title_570
757b78fb00 summoner_icon_title_571
5ba67f76a8 summoner_icon_title_572
7a76a92f0f summoner_icon_title_573
0c2be13217 summoner_icon_title_574
6899edec64 summoner_icon_title_575
03d81b2bc3 summoner_icon_title_576
0eabc5f64f summoner_icon_title_577
5add6ee980 summoner_icon_title_578
4f22768766 summoner_icon_title_579
070c19beb4 summoner_icon_title_580
2f0590646a summoner_icon_title_581
2bf9c08d07 summoner_icon_title_582
549fb4ebbf summoner_icon_title_583
1c49fca38a summoner_icon_title_584
53b24c5ddc summoner_icon_title_585
519cb417cb summoner_icon_title_586
3b583db629 summoner_icon_title_588
568a90a39c summoner_icon_title_589
4c07299a38 summoner_icon_title_590
349e04a30c summoner_icon_title_591
0c214267ac summoner_icon_title_592
3107956f6b summoner_icon_title_593
2993a42c26 summoner_icon_title_594
54e2b355cf summoner_icon_title_595
79c98a7054 summoner_icon_title_596
4d15f8414d summoner_icon_title_597
3b73381547 summoner_icon_title_598
00fa5ae86e summoner_icon_title_599
39e3d3cce4 summoner_icon_title_6
36cba53735 summoner_icon_title_600
17848f0ffd summoner_icon_title_601
63b3b3bbcb summoner_icon_title_602
6fba11ddc7 summoner_icon_title_603
341a46fc00 summoner_icon_title_604
53e359b9fc summoner_icon_title_605
06af451363 summoner_icon_title_606
63e5600585 summoner_icon_title_607
044effc12e summoner_icon_title_608
03ed9915a8 summoner_icon_title_609
09299815b7 summoner_icon_title_610
3a7481482f summoner_icon_title_611
31e3b54dbe summoner_icon_title_612
2d3c26f265 summoner_icon_title_613
740e24e56b summoner_icon_title_614
2412c120f4 summoner_icon_title_615
7fa29db171 summoner_icon_title_616
02576993f2 summoner_icon_title_617
1ee10c8c7b summoner_icon_title_618
316a5519de summoner_icon_title_619
799c22811d summoner_icon_title_620
2b33f065c5 summoner_icon_title_621
78c5307956 summoner_icon_title_622
7073fcbbaf summoner_icon_title_623
2ae7aaa319 summoner_icon_title_624
273c4b8de0 summoner_icon_title_625
6e329c1bbe summoner_icon_title_626
7b088ab696 summoner_icon_title_627
1b2e48b8cc summoner_icon_title_628
25fc986c20 summoner_icon_title_629
58207ecfbc summoner_icon_title_630
067f1f2b50 summoner_icon_title_631
3368fceca3 summoner_icon_title_632
6cf6fbff53 summoner_icon_title_633
1d64c52917 summoner_icon_title_634
52562dd9ac summoner_icon_title_635
3b74c2b53c summoner_icon_title_636
783b073c64 summoner_icon_title_637
02b101db41 summoner_icon_title_638
1885916877 summoner_icon_title_639
7224b2364c summoner_icon_title_640
30a16cf603 summoner_icon_title_641
0f5bf90402 summoner_icon_title_642
3069f8f809 summoner_icon_title_654
5dfcdddd22 summoner_icon_title_655
54e53ca753 summoner_icon_title_656
32d3862955 summoner_icon_title_657
56a8f8c736 summoner_icon_title_658
6dda35b551 summoner_icon_title_659
57b5b6213f summoner_icon_title_660
424d2da311 summoner_icon_title_661
15f9300efc summoner_icon_title_662
383b7174e6 summoner_icon_title_663
3f2a496a0d summoner_icon_title_664
59d9c5bf0b summoner_icon_title_665
7b5e56472c summoner_icon_title_666
4b9a1e2211 summoner_icon_title_667
36a96ce8b6 summoner_icon_title_668
47d2426696 summoner_icon_title_669
25f5cea4a2 summoner_icon_title_670
693ca459e5 summoner_icon_title_671
3af2e8a9a8 summoner_icon_title_672
5ec22b4a7a summoner_icon_title_673
657f190366 summoner_icon_title_674
0e1d11b2ce summoner_icon_title_675
241c42096d summoner_icon_title_676
3f714e3fa0 summoner_icon_title_677
23bcfaec33 summoner_icon_title_678
1830873579 summoner_icon_title_679
08bb57c17d summoner_icon_title_680
3f0ba4d1ea summoner_icon_title_681
049717344b summoner_icon_title_682
7eab47c28d summoner_icon_title_683
3ef00c9042 summoner_icon_title_684
4183520f14 summoner_icon_title_685
0461e05e80 summoner_icon_title_686
20258d3dce summoner_icon_title_687
6467aa8abd summoner_icon_title_688
5eb37f216d summoner_icon_title_689
61c81f05ad summoner_icon_title_690
05904ea0f3 summoner_icon_title_691
386dd39690 summoner_icon_title_692
26e96ebe51 summoner_icon_title_693
6d41f355a6 summoner_icon_title_694
74be8aa606 summoner_icon_title_695
102161bfc9 summoner_icon_title_696
24d01031e9 summoner_icon_title_697
0aca99cb26 summoner_icon_title_698
1a939ed54c summoner_icon_title_699
2cdcca83b2 summoner_icon_title_7
347cd43993 summoner_icon_title_700
329b8a9231 summoner_icon_title_701
1a7536a0eb summoner_icon_title_702
529bf1c03d summoner_icon_title_703
6ea7d6cf35 summoner_icon_title_704
5e7b218ade summoner_icon_title_705
22e86858b8 summoner_icon_title_706
411036d6ab summoner_icon_title_707
18f18543f0 summoner_icon_title_708
07fd576d97 summoner_icon_title_709
7e5fe6a6b4 summoner_icon_title_710
603648142f summoner_icon_title_711
0f54bf8c38 summoner_icon_title_712
2e323e46a2 summoner_icon_title_713
341badc166 summoner_icon_title_714
41526ee840 summoner_icon_title_715
507768b943 summoner_icon_title_716
49248abfd9 summoner_icon_title_717
1ec1cc34b1 summoner_icon_title_718
2fc8efd6b2 summoner_icon_title_719
31e623a963 summoner_icon_title_720
26d731651c summoner_icon_title_721
564c922604 summoner_icon_title_722
5b9c20b6e9 summoner_icon_title_723
56f53bc289 summoner_icon_title_724
3a8965c821 summoner_icon_title_725
09c94e6edb summoner_icon_title_726
3551eb28a1 summoner_icon_title_727
3b4907102c summoner_icon_title_728
72cac46766 summoner_icon_title_729
2742784b0f summoner_icon_title_730
318b4844d7 summoner_icon_title_731
2d94a16d63 summoner_icon_title_732
0f27ad7503 summoner_icon_title_733
7bcbe91640 summoner_icon_title_734
36558e6cd2 summoner_icon_title_735
649bed2f1a summoner_icon_title_736
7a63ce9204 summoner_icon_title_737
12900c2e95 summoner_icon_title_738
2f27caf79c summoner_icon_title_739
17fb1405b0 summoner_icon_title_740
78be97d04f summoner_icon_title_741
068d857477 summoner_icon_title_742
01150e8f79 summoner_icon_title_743
1c4f0fc06a summoner_icon_title_744
7c65148552 summoner_icon_title_745
54ad941c06 summoner_icon_title_746
139b7c6627 summoner_icon_title_747
3d32f27ff3 summoner_icon_title_748
3f1ae00de4 summoner_icon_title_749
4d22b16953 summoner_icon_title_750
019451fdcd summoner_icon_title_751
3f6935026f summoner_icon_title_752
78e0162cd3 summoner_icon_title_753
765f63a907 summoner_icon_title_754
4bfb504043 summoner_icon_title_755
51796350a6 summoner_icon_title_756
444800a450 summoner_icon_title_757
6da6ae6451 summoner_icon_title_758
5c937c6a07 summoner_icon_title_759
47d7847580 summoner_icon_title_760
6a7464f3e0 summoner_icon_title_761
314c7c3605 summoner_icon_title_762
7847bd5301 summoner_icon_title_763
53a24a0ca0 summoner_icon_title_764
245a28ffeb summoner_icon_title_765
20937d4cee summoner_icon_title_766
7dbad1799c summoner_icon_title_767
781b97e1d3 summoner_icon_title_768
48759b3cb6 summoner_icon_title_769
66c7fda57a summoner_icon_title_770
507d3e74d5 summoner_icon_title_771
578fa1d66a summoner_icon_title_772
42598423d6 summoner_icon_title_773
2a2140ae15 summoner_icon_title_774
34abacaf8e summoner_icon_title_775
25e980bb58 summoner_icon_title_776
5f18201ed5 summoner_icon_title_777
160b18c738 summoner_icon_title_778
4be4cd7a45 summoner_icon_title_779
4aac67eda6 summoner_icon_title_780
16e8ad3afc summoner_icon_title_781
50b712333a summoner_icon_title_782
6cb0619f58 summoner_icon_title_783
212e87fd62 summoner_icon_title_784
521eee2ca9 summoner_icon_title_785
1c8baa55ab summoner_icon_title_786
450d121b3c summoner_icon_title_787
21004d96b0 summoner_icon_title_788
6e1b0d6336 summoner_icon_title_789
58878c6a89 summoner_icon_title_790
70e104a936 summoner_icon_title_791
245d60cf7c summoner_icon_title_792
7a21102a8d summoner_icon_title_793
09525ee77a summoner_icon_title_794
2357db0f29 summoner_icon_title_795
40a3eb13bb summoner_icon_title_796
74db76a8a5 summoner_icon_title_797
535a3cb739 summoner_icon_title_798
24e4b24723 summoner_icon_title_799
09e3c4d78f summoner_icon_title_8
101f4ac069 summoner_icon_title_801
4c947754f6 summoner_icon_title_802
7a4b9e3ff1 summoner_icon_title_803
4ce3a7d79e summoner_icon_title_804
109f084966 summoner_icon_title_805
40853f81eb summoner_icon_title_806
2d09750aa8 summoner_icon_title_807
09ce703119 summoner_icon_title_808
249d94a883 summoner_icon_title_809
4366d0e46f summoner_icon_title_810
1368e54852 summoner_icon_title_811
2fc9c6cddf summoner_icon_title_812
5aa079e17c summoner_icon_title_813
7542463463 summoner_icon_title_814
2efba6ab54 summoner_icon_title_815
0e26041889 summoner_icon_title_816
0d0be2649b summoner_icon_title_817
519acdf013 summoner_icon_title_818
0282f03c45 summoner_icon_title_819
42c569b5e3 summoner_icon_title_820
17eb4de93a summoner_icon_title_821
38a771b439 summoner_icon_title_822
698c5a6bd3 summoner_icon_title_823
6fe673da93 summoner_icon_title_824
755c0361be summoner_icon_title_825
30b0d66483 summoner_icon_title_826
5648545f16 summoner_icon_title_827
45e691b2c2 summoner_icon_title_828
1314f8ce93 summoner_icon_title_829
233a0f7a3f summoner_icon_title_830
269edf4307 summoner_icon_title_831
519ad76dd7 summoner_icon_title_832
37ea448bd5 summoner_icon_title_833
34ba6e336b summoner_icon_title_834
1ed916aee0 summoner_icon_title_835
366d786394 summoner_icon_title_836
5855cf0b55 summoner_icon_title_837
25873b6ed3 summoner_icon_title_838
1a6cfa9b28 summoner_icon_title_839
53721ab82a summoner_icon_title_840
78c26c4bec summoner_icon_title_841
0080e0992f summoner_icon_title_842
532c7633fb summoner_icon_title_843
4b10ee7f33 summoner_icon_title_844
5e825e64be summoner_icon_title_845
2e5359b5df summoner_icon_title_846
49a9bfdfb1 summoner_icon_title_847
684618efba summoner_icon_title_848
5d96a66e83 summoner_icon_title_849
6ad2523b56 summoner_icon_title_850
56f5b8bc55 summoner_icon_title_851
00e84f8f87 summoner_icon_title_852
037de679ac summoner_icon_title_853
5422163b85 summoner_icon_title_854
70ab630ca2 summoner_icon_title_855
730dd629d7 summoner_icon_title_856
376e8f5e47 summoner_icon_title_857
125572d050 summoner_icon_title_858
5027ccfbdc summoner_icon_title_859
4a5bf2d4a9 summoner_icon_title_860
6503d0b715 summoner_icon_title_861
33c92078ad summoner_icon_title_862
633f4f9b4d summoner_icon_title_863
610521116c summoner_icon_title_864
75b0b780f9 summoner_icon_title_865
6457dc7255 summoner_icon_title_866
71090c8087 summoner_icon_title_867
71385a6559 summoner_icon_title_868
6dc6c31fb7 summoner_icon_title_869
7ab7faa14c summoner_icon_title_870
02deae28bc summoner_icon_title_871
7637693a78 summoner_icon_title_872
1329f64de5 summoner_icon_title_873
53e9760566 summoner_icon_title_874
4daffb2bee summoner_icon_title_875
6dde5a43b5 summoner_icon_title_876
6a283d1eb5 summoner_icon_title_877
68c3561f73 summoner_icon_title_878
026e3345d6 summoner_icon_title_879
2b800b481f summoner_icon_title_880
30c7a7f70f summoner_icon_title_881
5cd7c3f76d summoner_icon_title_882
4b06e151eb summoner_icon_title_883
18978ab7c7 summoner_icon_title_884
47603126ca summoner_icon_title_885
698f74757b summoner_icon_title_886
26347172a5 summoner_icon_title_887
755cd1a1a6 summoner_icon_title_888
30a3c6c09f summoner_icon_title_889
6c4d33e101 summoner_icon_title_890
68504ad2e2 summoner_icon_title_891
3091797d0a summoner_icon_title_892
71cb42ee6d summoner_icon_title_893
083f534e95 summoner_icon_title_894
6781803b44 summoner_icon_title_895
0ef676b0ce summoner_icon_title_896
1612e6774c summoner_icon_title_897
0c0e7a9f8a summoner_icon_title_898
7a29cb6aba summoner_icon_title_899
1962bc7356 summoner_icon_title_9
23e3718a1b summoner_icon_title_900
1be68e5fb2 summoner_icon_title_901
3d600d03b1 summoner_icon_title_9019
7574cb1d31 summoner_icon_title_902
68df3058e5 summoner_icon_title_9020
2a4bb140aa summoner_icon_title_903
4c2f0c5643 summoner_icon_title_904
4a7b187840 summoner_icon_title_905
6f886a5e87 summoner_icon_title_906
2815f4e338 summoner_icon_title_907
365b7acb53 summoner_icon_title_908
55bdf731fc summoner_icon_title_909
7413c636ba summoner_icon_title_910
5318f24f66 summoner_icon_title_911
0cc858b744 summoner_icon_title_912
6233d448ed summoner_icon_title_913
2263989d6a summoner_icon_title_914
336702cad7 summoner_icon_title_915
4c66339b93 summoner_icon_title_916
5c26cd09fd summoner_icon_title_917
2fd6b446f4 summoner_icon_title_918
343705096c summoner_icon_title_919
1aa8d60eec summoner_icon_title_920
716b585d33 summoner_icon_title_921
201edd66d1 summoner_icon_title_922
299284a263 summoner_icon_title_923
207f210083 summoner_icon_title_924
1d48ab137d summoner_icon_title_925
141a565307 summoner_icon_title_926
76a66fc862 summoner_icon_title_927
7c0e9ee130 summoner_icon_title_928
7ed26c634f summoner_icon_title_929
0f2e019c56 summoner_icon_title_930
4601c7cdf4 summoner_icon_title_931
3f01b3a695 summoner_icon_title_932
2067a5f024 summoner_icon_title_933
64267320b0 summoner_icon_title_934
243d1dae6f summoner_icon_title_935
7ee8fd1586 summoner_icon_title_936
5587c7782c summoner_icon_title_937
5856dfb127 summoner_icon_title_938
529d01668e summoner_icon_title_939
7e10549032 summoner_icon_title_940
5f030648b0 summoner_icon_title_941
20c483eede summoner_icon_title_942
5695227e87 summoner_icon_title_943
7fcf1aa766 summoner_icon_title_944
53a42e4de4 summoner_icon_title_945
4f8b48b1e4 summoner_icon_title_946
241e84f668 summoner_icon_title_947
038c7f87a8 summoner_icon_title_948
7172e269ca summoner_icon_title_949
35773cbcbb summoner_icon_title_950
23b73427b8 summoner_icon_title_951
2919a8a52c summoner_icon_title_952
4bb926e5fd summoner_icon_title_953
544b98ecbb summoner_icon_title_954
366c46dc02 summoner_icon_title_955
00bb6da12c summoner_icon_title_956
0d0c90198d summoner_icon_title_957
436b71a69b summoner_icon_title_958
755348fae6 summoner_icon_title_959
6fe7a5512a summoner_icon_title_960
4995f0f477 summoner_icon_title_961
3fb63b813b summoner_icon_title_962
323d81b791 summoner_icon_title_963
36dad9593d summoner_icon_title_964
603ec1f3db summoner_icon_title_965
285a3955a3 summoner_icon_title_966
1fe6edc529 summoner_icon_title_967
2dbf581d85 summoner_icon_title_968
4dd2ef14b1 summoner_icon_title_969
218b206287 summoner_icon_title_970
5e59f62d84 summoner_icon_title_971
0d4fd40a96 summoner_icon_title_972
304a8f049c summoner_icon_title_973
199e4b2d6a summoner_icon_title_974
4a78d9748b summoner_icon_title_975
680c68e302 summoner_icon_title_976
1b04a6f9d7 summoner_icon_title_977
2fbe3122a5 summoner_icon_title_978
066f5da7a3 summoner_icon_title_979
503e31eee5 summoner_icon_title_980
7e75e941e7 summoner_icon_title_981
486a079cfe summoner_icon_title_982
37830d0f43 summoner_icon_title_983
1926b16f00 summoner_icon_title_984
28ac511107 summoner_icon_title_985
67dd324499 summoner_icon_title_986
340ef14711 summoner_icon_title_987
4e1793dc0e summoner_icon_title_988
4e9348dbfc summoner_icon_title_989
36802ee857 summoner_icon_title_990
70cc4436db summoner_icon_title_991
0f5907354f summoner_icon_title_992
4b6d8e3ed4 summoner_icon_title_993
2fc21d8b89 summoner_icon_title_994
04a6eb0b15 summoner_icon_title_995
574cd105bf summoner_icon_title_996
1f0138b123 summoner_icon_title_997
11a8970af1 summoner_icon_title_998
5cc1be9716 summoner_icon_title_999
0d396c41ee sylasr_enemycooldowntext
6f5bcb608a sylasr_enemysylastext
38fc8f54ae sylasr_ping
04cc4b99ad sylasr_ultchatnotificationally
081479a1f1 sylasr_ultchatnotificationenemy
31f1d40c3c template_buff_tooltip
197c4ec0c3 template_buff_tooltipsimple
4ae7a14604 template_buff_tooltipwithextendedbehaviorhint
346d558e1d template_buffnosource_description
606fc97086 template_buffnosource_displayname
7028b54604 template_buffnosource_tooltip
23da594183 template_buffnosource_tooltipextended
4d34569cc7 template_buffnosource_tooltipsimple
5bff21d843 template_buffnosource_tooltipwithextendedbehaviorhint
08805440e5 template_spell_description
0c75a3b658 template_spell_displayname
0cfef60391 template_spell_gridpostfix
27ae6068ba template_spell_gridprefix
6b519ce21f template_spell_gridseparator
131ee81ee6 template_spell_levelup
3f5b79b5e8 template_spell_tooltip
7d5d65379c template_spell_tooltipextended
33cf146091 template_spell_tooltipextended_tft
0ff296deff template_spell_tooltiplevelup
28c3819965 template_spell_tooltiplevelupunlearned
0f7611cccb template_spell_tooltipsimple
73c0045aa2 template_spell_tooltipwithextendedbehaviorhint
6f7c719c11 template_spell_valueseparator
66783b27d9 tft2_trait_description_blademaster
7e7e5e09ee tft_bounded_streaksize
614c836acc tft_breadcrumbs_activate_trait
0e0e4a95de tft_breadcrumbs_buy
6636980c13 tft_breadcrumbs_buyxp
5b4ecaa415 tft_breadcrumbs_combine_champs
18710332a6 tft_breadcrumbs_exceeded_team_size
1758cb8a96 tft_breadcrumbs_inspect_champion
588d91a52d tft_breadcrumbs_placeitem
5690ddbb0a tft_breadcrumbs_placeunits
4a59064d78 tft_breadcrumbs_refresh_store
4e524cf091 tft_breadcrumbs_scout_players
5d3820f1aa tft_breadcrumbs_shared_draft
5a5828673f tft_character_aatrox_ability_description
32e692492d tft_character_aatrox_ability_name
31db2d682a tft_character_ahri_ability_description
5a13fa4c92 tft_character_ahri_ability_name
7667c26951 tft_character_akali_ability_description
00d8020028 tft_character_akali_ability_name
51c5325dd9 tft_character_anivia_ability_description
72d894d9c1 tft_character_anivia_ability_name
46940b45cc tft_character_ashe_ability_description
65c35dc9a2 tft_character_ashe_ability_name
30cfe0036d tft_character_aurelionsol_ability_description
33d2c47f0a tft_character_aurelionsol_ability_name
759836e61e tft_character_blitzcrank_ability_description
16a2597534 tft_character_blitzcrank_ability_name
303c190e6d tft_character_brand_ability_description
5e36259280 tft_character_brand_ability_name
7fb8de5ace tft_character_braum_ability_description
5588f985ae tft_character_braum_ability_name
0ed9de7355 tft_character_chogath_ability_description
60f044d8d4 tft_character_chogath_ability_name
6848c3d8af tft_character_darius_ability_description
17e24c63c2 tft_character_darius_ability_name
182a1dc595 tft_character_displayname
395345d4dd tft_character_draven_ability_description
26c8abd236 tft_character_draven_ability_name
06b4e9ceef tft_character_elise_ability_description
53b0519d83 tft_character_elise_ability_name
037cd4518c tft_character_evelynn_ability_description
5fa1a07fb1 tft_character_evelynn_ability_name
426ca7ce55 tft_character_fiora_ability_description
0e81b1f73b tft_character_fiora_ability_name
43b78987af tft_character_gangplank_ability_description
064cd49a12 tft_character_gangplank_ability_name
0eaae263da tft_character_garen_ability_description
06dacddb65 tft_character_garen_ability_name
2206e2bf00 tft_character_gnar_ability_description
563feb2bb0 tft_character_gnar_ability_name
43c78f0233 tft_character_graves_ability_description
2cb8bf4d02 tft_character_graves_ability_name
7e2a83c643 tft_character_jayce_ability_name
01d0ebceea tft_character_jinx_ability_description
44996dcb58 tft_character_jinx_ability_name
4c390c0d2c tft_character_karthus_ability_description
6833cfb681 tft_character_karthus_ability_name
114558ebd8 tft_character_kassadin_ability_description
63d6c576aa tft_character_kassadin_ability_name
25a0c34ffb tft_character_katarina_ability_description
55e2e59e65 tft_character_katarina_ability_name
2334d4936a tft_character_kayle_ability_description
4116efdb99 tft_character_kayle_ability_name
2bd986633a tft_character_kennen_ability_description
1fb3db0c19 tft_character_kennen_ability_name
02a874a2cf tft_character_khazix_ability_description
3c7c01ec44 tft_character_khazix_ability_name
293cd4e819 tft_character_kindred_ability_description
575ad9a214 tft_character_kindred_ability_name
7dfbb7e7a3 tft_character_leona_ability_description
5f076290b6 tft_character_leona_ability_name
2268df692d tft_character_lissandra_ability_description
5c9c7baee2 tft_character_lissandra_ability_name
0ebe649817 tft_character_lucian_ability_description
5422d6828c tft_character_lucian_ability_name
5fd6d68a84 tft_character_lulu_ability_description
2e41621389 tft_character_lulu_ability_name
2c48e55d99 tft_character_missfortune_ability_description
1509ee07fc tft_character_missfortune_ability_name
3e9153d8e3 tft_character_mordekaiser_ability_description
256872a070 tft_character_mordekaiser_ability_name
04b94428f0 tft_character_morgana_ability_description
785d93912d tft_character_morgana_ability_name
6eae208a22 tft_character_nidalee_ability_description
46bdb777bc tft_character_nidalee_ability_name
1d901c0c94 tft_character_pantheon_ability_description
74b3e681c0 tft_character_pantheon_ability_name
744b72bf15 tft_character_poppy_ability_description
2a184f4f84 tft_character_poppy_ability_name
21f99a88a6 tft_character_pyke_ability_description
2fadb36d68 tft_character_pyke_ability_name
042edd3f96 tft_character_reksai_ability_description
0ec5938559 tft_character_reksai_ability_name
3e84e5f6b1 tft_character_rengar_ability_description
662b94c497 tft_character_rengar_ability_name
367f3d1c37 tft_character_sejuani_ability_description
560e7d699d tft_character_sejuani_ability_name
47aca73a8a tft_character_shen_ability_description
2ffc4adc1e tft_character_shen_ability_name
1ad150b1a2 tft_character_shyvana_ability_description
07ae491735 tft_character_shyvana_ability_name
1137f9a53a tft_character_swain_ability_description
68b490ae05 tft_character_swain_ability_name
774645e650 tft_character_tristana_ability_description
6ca96c9910 tft_character_tristana_ability_name
5509d2faae tft_character_twistedfate_ability_description
2de84da202 tft_character_twistedfate_ability_name:
2b356df954 tft_character_varus_ability_description
7aeb5d9171 tft_character_varus_ability_name
5c483ccaa2 tft_character_vayne_ability_description
6b51b3c212 tft_character_vayne_ability_name
73969e9ea8 tft_character_veigar_ability_description
6591be945a tft_character_veigar_ability_name
0e89317d0e tft_character_volibear_ability_description
1f7de75832 tft_character_volibear_ability_name
75fd4f601b tft_character_warwick_ability_description
4bb057e35a tft_character_warwick_ability_name
75c14201d2 tft_character_yasuo_ability_description
16542441b6 tft_character_yasuo_ability_name
5bf595c6d9 tft_character_zed_ability_description
23302f8d2a tft_character_zed_ability_name
670607e34e tft_combat_recap_title
1e6b22a466 tft_confirm_surrender_message
5fb452e3bb tft_confirm_surrender_no
6972f67aae tft_confirm_surrender_yes
2e22ad1b7c tft_consumable_description_wildcard
710cdd030a tft_consumable_name_wildcard
3878d5295d tft_eliminated_confirm_leave_message_rank_1
149f627b75 tft_eliminated_confirm_leave_message_rank_2
61999b463c tft_eliminated_confirm_leave_message_rank_3
108d5c08d2 tft_eliminated_confirm_leave_message_rank_4
0ada787270 tft_eliminated_confirm_leave_message_rank_5
24fa537c1d tft_eliminated_confirm_leave_message_rank_6
461af147fa tft_eliminated_confirm_leave_message_rank_7
06f6584917 tft_eliminated_confirm_leave_message_rank_8
6dcfe7776c tft_eliminated_confirm_leave_no_spectate
66854bd9e8 tft_eliminated_confirm_leave_rank_1
3427dea00d tft_eliminated_confirm_leave_rank_2
08ca3d9cbd tft_eliminated_confirm_leave_rank_3
5e2a5ee029 tft_eliminated_confirm_leave_rank_4
0317e23999 tft_eliminated_confirm_leave_rank_5
318d6c11f9 tft_eliminated_confirm_leave_rank_6
4e5506a972 tft_eliminated_confirm_leave_rank_7
12476d8e0f tft_eliminated_confirm_leave_rank_8
3eaaf17028 tft_eliminated_confirm_leave_title
7e45de8c95 tft_eliminated_confirm_leave_yes_leave
6429cd3931 tft_game_unitstatus_magicimmune
2bca49cd1d tft_getxpaction_description
25b7b1b878 tft_getxpaction_title
48f139b56e tft_getxpaction_title_1key
5e15a081b2 tft_getxpaction_title_2key
3a8b8392f4 tft_item_deathblade
04fef7175b tft_item_description_bfsword
5e005fcf2c tft_item_description_bladeoftheruinedking
015315dfe2 tft_item_description_bloodthirster
6174f683ca tft_item_description_brawlersglove
4729462cda tft_item_description_chainvest
34e149ccec tft_item_description_cloakofagility
37e06b26b8 tft_item_description_cursedblade
0bccd27f8d tft_item_description_darkin
03f6cff38b tft_item_description_deathblade
7772b027d4 tft_item_description_dragonsclaw
25083ae2aa tft_item_description_essencereaver
1be30b0c8b tft_item_description_forceofnature
3ce0d4c183 tft_item_description_fracturedmirror
0d946faeb6 tft_item_description_fracturedmirroremptyslot
3bb9c23078 tft_item_description_frozenfist
5740a1c4e6 tft_item_description_frozenheart
48d2c070c4 tft_item_description_frozenmallet
5a0c1da6f2 tft_item_description_giantsbelt
159a3f7b56 tft_item_description_guardianangel
679d63ce0e tft_item_description_guinsoosrageblade
40d496fb9f tft_item_description_handofjustice
